status,gender,province,birthPlace,deathDate,deathCause,actor
0,2,4,Mayadeen,2017,15,2
0,0,4,Teeb al-Fal village,2017,15,2
0,0,4,Keshkieh,2017,15,2
0,0,4,Keshkieh,2017,15,2
0,2,4,Keshkieh,2017,15,2
0,0,4,Keshkieh,2017,15,2
1,0,10,Palestine,2017,15,2
0,0,12,Ameen neighborhood,2017,15,2
0,3,12,Furat neighborhood,2017,4,6
0,1,12,Furat neighborhood,2017,4,6
0,3,12,Furat neighborhood,2017,4,6
0,0,12,Furat neighborhood,2017,4,6
1,0,0,Hayyan,2017,11,4
0,0,0,Anjareh,2017,4,5
0,0,0,Anjareh,2017,4,5
0,0,0,Khanfaseh,2017,9,5
1,0,7,Qusair,2017,10,5
0,3,8,Jisr Shagour,2017,10,5
0,1,5,Lattamna,2017,10,5
0,3,2,Abbada,2017,14,5
0,1,2,Abbada,2017,15,5
0,3,2,Hazza,2017,15,5
1,0,2,Qalamoon: Ruhaiba,2017,15,5
0,1,4,Bulial,2017,15,2
0,0,4,Abu al-Hamam village,2017,15,2
0,0,4,Abu al-Hamam village,2017,15,2
0,0,4,Abu al-Hamam village,2017,15,2
